Order ID,Order Date,Customer,Country,Region,Sales,Profit,Category,Quantity,Discount
ORD-5062,12/05/2025,Ravi Kumar,USA,,3966.5,-121.58,Office Supplies,1,0.02
ORD-7093,01/08/2025,Maria Garcia,india ,North,647.27,1420.52,tech,2,0.05
ORD-7239,30/01/2019,John Smith,india ,north ,3908.25,1409.92,Technology,8,0.32
ORD-6996,14/03/2022,Ava Thomas,,Central,,-162.77,,7,0.01
ORD-3793,13/10/2023,Olivia Martin,Canada,,3147.15,550.21,Furniture,4,0.18
ORD-9241,26/09/2020,Chen Zhao,india , SOUTH,3254.89,-174.55,Technology,5,0.49
ORD-1480,26/05/2020,Fatima Khan,,South,2331.57,,Technology,11,0.11
ORD-3453,01/06/2023,Alice Brown,Canada,,,1052.59,tech,14,0.16
ORD-3323,18/02/2018,Alice Brown,Canada, SOUTH,82.25,-257.98,Technology,6,0.21
ORD-8037,01/05/2023,Noah Taylor,Germany,,,1483.07,,6,0.18
ORD-5917,24/09/2024,Alice Brown,Germany,,1645.58,587.63,tech,6,0.07
ORD-9418,14/08/2019,Olivia Martin,,Central,4659.63,613.8,tech,14,0.19
ORD-8984,05/03/2021,Alice Brown,USA,East,4721.29,519.05,,15,0.34
ORD-8313,05/09/2022,Alice Brown,india ,North,2731.47,931.79,Office Supplies,3,0.14
ORD-4206,05/06/2023,Li Wei,Canada,north ,673.82,7.22,Office Supplies,5,0.1
ORD-7379,02/12/2021,Chen Zhao,Australia,Central,1813.62,-332.53,Technology,2,0.49
ORD-2251,06/01/2024,John Smith,Australia,,1463.35,18.43,,6,0.01
ORD-7295,19/02/2024,Fatima Khan,Canada,South,4664.61,877.98,,7,0.19
ORD-8158,01/02/2025,Fatima Khan,Australia,Central,1112.87,353.61,Technology,15,0.02
ORD-3232,18/04/2018,Ravi Kumar,Australia,West,1750.08,239.27,tech,8,0.24
ORD-2237,17/10/2018,Ravi Kumar,Germany, SOUTH,3698.05,-72.64,Furniture,3,0.33
ORD-3133,28/01/2023,Maria Garcia,UK,,3669.69,251.38,,13,0.4
ORD-5408,05/01/2018,Li Wei,Germany,South,536.37,-184.08,Technology,8,0.02
ORD-7983,13/10/2023,Noah Taylor,,West,4508.17,202.38,Furniture ,11,0.43
ORD-1060,04/08/2022,Maria Garcia,USA,North,4204.01,788.3,Furniture,3,0.35
ORD-1626,28/12/2024,Ravi Kumar,Canada,North,2335.57,555.93,tech,6,0.4
ORD-2538,12/12/2019,Ava Thomas,India,South,1215.17,1408.76,Office Supplies,2,0.14
ORD-3358,12/06/2019,John Smith,USA,,3322.13,1373.88,Furniture ,3,0.05
ORD-3471,21/11/2025,David Johnson,Australia,,1606.75,-275.56,tech,12,0.05
ORD-9693,24/08/2020,Fatima Khan,India,,4976.88,437.15,Furniture ,3,0.16
ORD-4776,30/03/2018,Noah Taylor,Canada,West,4315.78,-162.01,Office Supplies,10,0.06
ORD-6702,13/08/2023,David Johnson,USA,Central,637.11,933.28,Office Supplies,10,0.39
ORD-1125,15/08/2025,Olivia Martin,india ,East,945.7,454.8,Furniture ,7,0.22
ORD-2684,15/11/2020,Alice Brown,,Central,3981.75,913.41,tech,7,0.15
ORD-4375,25/01/2019,Li Wei,Australia,,1890.84,1179.58,,5,0.11
ORD-8808,25/01/2021,Fatima Khan,, SOUTH,474.55,805.75,tech,13,0.37
ORD-1079,23/04/2021,Ava Thomas,india ,,2160.43,102,Furniture ,12,0.25
ORD-4698,23/04/2023,John Smith,,North,467.71,-206.74,Technology,11,0.24
ORD-3587,17/12/2019,Noah Taylor,UK,West,190.66,734.26,Technology,3,0.06
ORD-5770,04/01/2019,Fatima Khan,USA,North,3894.7,234.86,tech,12,0.27
ORD-4722,28/10/2022,Noah Taylor,USA,South,3874.78,33.93,,1,0.12
ORD-1712,06/04/2020,Ava Thomas,UK, SOUTH,3129.69,511.1,tech,9,0.44
ORD-5237,03/11/2021,li wei,India,north ,3120.42,809.03,Furniture,7,0.17
ORD-7100,05/07/2025,David Johnson,UK,East,874.09,-410.63,Furniture ,11,0.02
ORD-9853,06/07/2020,Olivia Martin,india ,North,2797.35,1269.33,tech,15,0.28
ORD-6134,08/08/2024,Ava Thomas,UK,north ,,802.65,,2,0.3
ORD-5324,16/02/2025,Alice Brown,USA,North,3789.03,599.1,,15,0.07
ORD-9746,12/03/2019,Li Wei,USA,South,2844.14,867.71,,13,0.24
ORD-8703,05/04/2021,Maria Garcia,Australia,West,3291.56,512.34,Furniture ,7,0.33
ORD-6024,10/07/2019,Chen Zhao,India,South,2399.68,-170.93,Technology,13,0.28
ORD-5885,29/11/2018,Liam Wilson,india , SOUTH,2552.13,1222.45,Office Supplies,11,0.34
ORD-4927,30/12/2022,Chen Zhao,Canada,South,2696.8,377.97,Furniture,3,0.42
ORD-6074,23/01/2019,Olivia Martin,UK,North,4073.36,1171.91,Furniture ,1,0.49
ORD-3694,28/02/2020,Alice Brown,UK,West,550.77,392.74,Office Supplies,11,0.13
ORD-2055,06/02/2022,Fatima Khan,Germany, SOUTH,2567.26,,Furniture ,5,0.24
ORD-5470,20/10/2022,Olivia Martin,Canada, SOUTH,2409.47,-3.18,,2,0.19
ORD-5540,18/03/2020,Maria Garcia,USA, SOUTH,1665.53,-11.24,Office Supplies,13,0.25
ORD-4588,27/05/2023,Ravi Kumar,UK,East,,-22.03,Office Supplies,10,0.47
ORD-7918,02/12/2021,Noah Taylor,Australia,South,2711.41,-185.38,tech,1,0.42
ORD-3061,26/11/2024,Ava Thomas,Canada,,2601.06,897.25,tech,5,0.24
ORD-8861,14/05/2021,Ava Thomas,India,,1774.48,-373.27,Furniture ,6,0.26
ORD-5684,13/11/2023,Liam Wilson,Canada,north ,4922.84,691.67,tech,4,0.29
ORD-4854,15/10/2019,Olivia Martin,india ,South,3489.38,352.15,Furniture,8,0.44
ORD-2990,01/03/2024,Fatima Khan,Australia,South,4502.25,1216.85,Furniture ,5,0.05
ORD-1529,12/08/2023,Fatima Khan,Australia,North,662.51,1346.61,Technology,3,0.21
ORD-4562,04/08/2020,Ava Thomas,UK, SOUTH,1034.77,1387.16,tech,1,0.17
ORD-3732,30/09/2023,Olivia Martin,India, SOUTH,1378.59,367.04,Furniture,12,0.28
ORD-5691,05/03/2022,Fatima Khan,USA,West,2079.73,-322.25,Technology,3,0.49
ORD-3646,26/12/2025,Ravi Kumar,india ,north ,1405.06,77.25,Furniture ,2,0.45
ORD-2341,06/12/2025,Maria Garcia,india ,North,4616.43,-121.5,tech,9,0.26
ORD-2339,27/11/2020,Fatima Khan,Germany,South,4496.84,-428.06,Office Supplies,2,0.21
ORD-5702,09/04/2022,Chen Zhao,India,North,2304.04,-415.35,Office Supplies,15,0.13
ORD-9660,12/10/2024,David Johnson,India,East,813.41,,Furniture ,14,0.33
ORD-9496,01/06/2024,Liam Wilson,india ,Central,394.83,-352.6,Office Supplies,7,0.16
ORD-7434,16/01/2023,Alice Brown,,East,1825.02,177.05,Furniture,1,0.42
ORD-7156,12/08/2019,Noah Taylor,UK,,1870.07,-71.3,,4,0.07
ORD-8147,06/07/2019,Maria Garcia,India,North,883.02,445.38,Technology,10,0
ORD-4907,30/01/2022,Maria Garcia,UK,,2756.05,753,,5,0.47
ORD-1799,19/06/2018,Ava Thomas,Canada,East,1542.94,1291.58,Furniture ,1,0.09
ORD-9923,12/07/2022,Alice Brown,Canada,East,3276.88,-10.72,Furniture ,15,0.43
ORD-8395,16/12/2018,Maria Garcia,UK,Central,4434.14,49.48,tech,2,0.3
ORD-8101,20/03/2021,Chen Zhao,Canada,north ,4630.65,844.1,Office Supplies,2,0.21
ORD-4693,01/08/2020,Chen Zhao,USA,,4696.23,35.6,Office Supplies,14,0.44
ORD-4545,17/04/2022,Liam Wilson,Germany,Central,4292.54,-170.44,tech,15,0.38
ORD-2489,29/09/2021,David Johnson,India,north ,2400.41,503.16,,13,0.46
ORD-4879,29/03/2019,Ravi Kumar,Germany,West,3412.43,1162.62,,2,0.43
ORD-3459,03/08/2025,Li Wei,Germany, SOUTH,2963.6,-41.94,,14,0
ORD-3872,07/05/2025,Olivia Martin,,EAST,2228.24,-250.33,,12,0.47
ORD-3859,28/09/2022,Fatima Khan,Australia,north ,3668.29,-226.56,Office Supplies,4,0.32
ORD-6378,24/12/2021,John Smith,india ,East,4303.27,827.65,Office Supplies,12,0.09
ORD-6390,19/08/2019,Chen Zhao,Germany,North,4195.57,719.36,,8,0.49
ORD-3271,18/03/2018,Alice Brown,Germany,Central,2376.13,49.48,,10,0.25
ORD-6863,06/01/2025,Alice Brown,UK,,2939.44,182.46,Technology,14,0.1
ORD-7920,14/07/2021,Fatima Khan,Australia,north ,2166.32,-359.49,Technology,1,0.05
ORD-2166,11/02/2020,Alice Brown,Australia,north ,4079.36,1314.88,,10,0.04
ORD-7109,14/01/2019,Olivia Martin,india ,East,4928.1,616.9,Furniture ,8,0.13
ORD-1031,15/02/2024,Chen Zhao,Canada,North,230.12,988.78,Technology,12,0.28
ORD-5497,14/08/2018,Li Wei,Germany,East,2438.61,1032.11,Furniture ,14,0.48
ORD-1763,18/10/2021,John Smith,UK,,3349.86,-378.64,Office Supplies,15,0.36
ORD-8270,25/06/2024,David Johnson,India,NORTH ,3137.68,1363.82,Furniture ,10,0.38
ORD-8489,18/09/2024,Chen Zhao,india ,north ,1764.77,1098.66,Furniture ,14,0.21
ORD-9136,06/01/2025,Chen Zhao,Germany,East,1850.22,734.26,tech,12,0.26
ORD-7310,17/11/2024,Maria Garcia,USA,,108.93,980.58,Furniture ,14,0
ORD-4884,06/04/2018,John Smith,Canada,north ,4644.19,191.93,Office Supplies,5,0.19
ORD-4144,17/10/2020,Noah Taylor,India,West,1752.42,-418.15,Furniture ,6,0.45
ORD-9914,24/04/2021,Alice Brown,Canada,north ,3762.53,-142.7,Office Supplies,9,0.18
ORD-9861,29/11/2025,Ava Thomas,,West,2291.71,1444.35,Office Supplies,3,0.09
ORD-8696,26/09/2025,Chen Zhao,,South,3817.2,511.32,Technology,7,0.34
ORD-8126,27/12/2025,Ava Thomas,USA,,2243.56,-384.44,,9,0.01
ORD-7771,22/12/2020,Ava Thomas,India,,3002.33,1206.15,Technology,9,0.07
ORD-4295,18/10/2022,Chen Zhao,India,East,2085.07,3.29,,7,0.09
ORD-1333,08/12/2023,Alice Brown,india ,Central,93.53,12.12,Furniture ,4,0.37
ORD-9346,27/05/2020,Chen Zhao,Australia,Central,911.52,1422.27,Technology,6,0.38
ORD-5521,09/02/2018,Maria Garcia,,north ,2028.59,136.15,tech,5,0.04
ORD-5907,17/08/2024,Li Wei,india ,Central,4167.25,1039.25,Furniture ,3,0.22
ORD-6966,23/02/2024,Fatima Khan,Australia,Central,3033.36,,Office Supplies,8,0.47
ORD-9403,23/11/2023,Li Wei,Australia,north ,4816.98,1413.44,tech,15,0.01
ORD-2599,06/04/2022,Olivia Martin,Germany,East,2465.45,-149.48,,5,0.31
ORD-7888,04/05/2024,John Smith,UK,North,4828.16,113.5,Technology,14,0.15
ORD-3392,20/08/2021,Alice Brown,india ,South,4436.24,,tech,9,0.22
ORD-8821,10/09/2019,Fatima Khan,Canada,,4720.44,324.27,Technology,10,0.18
ORD-5627,12/03/2021,Olivia Martin,India,Central,,-462.16,Technology,8,0.42
ORD-1230,30/01/2025,Li Wei,India,East,667.27,919.15,Technology,12,0.4
ORD-8157,23/04/2018,Ava Thomas,Germany,East,1715.07,-61.44,,14,0.02
ORD-3633,19/04/2018,Liam Wilson,india ,South,4702.34,-390.72,Technology,14,0.19
ORD-8014,24/09/2022,Li Wei,Germany,West,4383.06,141.54,Furniture ,14,0.28
ORD-6038,03/09/2024,Alice Brown,India,north ,,963.57,Technology,13,0.42
ORD-9715,30/03/2024,Liam Wilson,Germany,Central,3133.46,549.79,,2,0.39
ORD-3535,05/11/2022,Li Wei,Germany,north ,4701.18,1050.49,tech,9,0.37
ORD-5993,10/12/2020,John Smith,Canada, SOUTH,4703.88,313.19,Furniture ,15,0.24
ORD-5363,21/06/2021,Ava Thomas,USA,West,1686.22,-263.11,,2,0.3
ORD-3588,18/07/2018,Olivia Martin,Canada,South,881.48,1230.69,Furniture ,15,0.38
ORD-3026,16/08/2022,John Smith,Germany,West,458.14,1391.36,,3,0.4
ORD-8859,30/06/2023,Alice Brown,,South,1800.66,-271.08,Technology,9,0.35
ORD-2906,08/02/2024,David Johnson,USA,North,4113.46,96.9,Furniture,10,0.24
ORD-2256,07/06/2023,Chen Zhao,USA,CENTRAL,2748.21,604.75,Office Supplies,1,0.47
ORD-9893,28/07/2019,Chen Zhao,Germany,South,2865.04,-476.56,tech,6,0.16
ORD-7721,01/01/2023,Alice Brown,Canada,Central,544.62,724.49,Furniture ,12,0.37
ORD-6695,23/03/2021,David Johnson,Canada,North,2808.76,960.71,Furniture,7,0.47
ORD-6967,25/02/2021,Fatima Khan,UK,South,2726.21,81.55,tech,1,0.39
ORD-8812,20/03/2024,Noah Taylor,USA,north ,1773.54,651.13,Office Supplies,12,0.36
ORD-8393,28/10/2024,Liam Wilson,Australia,South,2155.83,594.72,Furniture ,10,0.41
ORD-5697,05/05/2025,John Smith,UK,West,3362.17,163.44,Office Supplies,15,0.11
ORD-6045,06/05/2018,Chen Zhao,india ,South,3661.5,-451.44,,9,0.29
ORD-4943,01/01/2025,Ravi Kumar,Germany,East,4693.76,1427.23,Furniture ,14,0.49
ORD-3087,30/12/2025,Li Wei,india ,West,726.8,1086.53,,5,0.32
ORD-3721,30/10/2019,Li Wei,Canada,,1792.61,1456.39,Furniture ,4,0.14
ORD-8680,07/05/2023,Ravi Kumar,USA,West,3187.58,1054.13,,11,0.08
ORD-6421,28/01/2023,Fatima Khan,UK,Central,3333.89,828.39,Furniture ,7,0.37
ORD-6022,05/06/2025,Olivia Martin,Australia,,127.81,514.38,tech,10,0.23
ORD-5203,16/09/2024,Ava Thomas,india ,North,4370.07,240.56,Technology,9,0.4
ORD-6336,26/01/2019,ravi kumar,Canada,Central,2801.94,360.35,Furniture ,9,0.31
ORD-5369,06/09/2018,David Johnson,Germany,Central,1509.65,598.07,Technology,4,0.34
ORD-3871,11/07/2021,Maria Garcia,USA,East,46.36,669.55,tech,12,0.32
ORD-7159,19/11/2025,Liam Wilson,Canada,North,2708.97,-481.23,,9,0.09
ORD-2663,16/07/2019,Li Wei,,West,889.61,300.56,Furniture ,15,0.43
ORD-2712,03/02/2023,Noah Taylor,,,346.63,-308.36,Furniture ,2,0.38
ORD-9278,26/03/2025,David Johnson,India,North,4829.34,1152.1,Furniture,13,0.04
ORD-2162,07/07/2024,Chen Zhao,Australia,north ,851.87,167.91,Technology,11,0.46
ORD-4096,15/08/2018,Ava Thomas,UK,north ,842.39,831.95,,7,0.47
ORD-2062,25/08/2022,Ravi Kumar,USA,East,3508.48,836.73,Furniture,13,0.42
ORD-3491,30/07/2023,Alice Brown,,Central,273.81,316.76,Technology,3,0.37
ORD-3752,21/03/2019,ava thomas,Germany,South,,448.16,Office Supplies,10,0.35
ORD-1038,03/04/2020,Chen Zhao,India,,,1022.6,Furniture,15,0.25
ORD-7179,08/08/2021,Fatima Khan,Australia,,458.69,-426.37,Technology,4,0.33
ORD-1119,05/09/2019,Alice Brown,Canada,East,161.54,578.91,Technology,10,0.04
ORD-3688,20/08/2024,Fatima Khan,UK, SOUTH,2371.12,1393.49,Technology,5,0.44
ORD-7944,07/08/2021,Liam Wilson,india ,north ,2011.12,1120.01,Technology,12,0.41
ORD-3972,05/04/2018,Alice Brown,Canada,West,135.75,74.97,,9,0.37
ORD-6806,17/01/2018,Li Wei,USA,West,3116.15,519.15,,15,0.25
ORD-8283,14/01/2024,Alice Brown,india ,,2319.68,27.96,tech,7,0.33
ORD-3661,05/12/2019,Alice Brown,india ,North,,1423.43,,1,0.14
ORD-1494,06/12/2020,Chen Zhao,Canada, SOUTH,3455.84,-122.24,Furniture,4,0.21
ORD-3199,06/05/2024,David Johnson,,East,176.17,1291.92,tech,7,0.4
ORD-1323,13/02/2022,Noah Taylor,Germany,north ,1282.38,455.64,Furniture ,13,0.06
ORD-9158,15/07/2025,Ava Thomas,india ,South,4602.46,-247.73,tech,9,0.33
ORD-5865,18/05/2023,Ravi Kumar,Canada,South,1995.66,-338.68,Furniture,14,0.17
ORD-5356,01/12/2018,Olivia Martin,USA,north ,1728.75,1049.84,,6,0.44
ORD-4197,20/09/2021,Olivia Martin,USA,Central,1316.33,1473.57,,10,0.13
ORD-3569,15/06/2021,Ravi Kumar,Canada,East,1614.16,621.38,Furniture,5,0.16
ORD-7761,02/03/2020,Fatima Khan,UK,,3820.47,-64.98,Technology,1,0.42
ORD-3483,04/05/2024,Chen Zhao,india , SOUTH,1363.95,-445.55,Office Supplies,5,0.47
ORD-3901,01/03/2024,Noah Taylor,Germany,north ,1257.88,478.91,tech,12,0.16
ORD-9144,19/10/2023,Ravi Kumar,india , SOUTH,791.46,-444.07,Furniture ,6,0.09
ORD-6174,24/10/2021,Noah Taylor,USA,South,4791.38,562.6,,14,0.4
ORD-5798,08/03/2022,Noah Taylor,,,465.93,684.13,tech,4,0.05
ORD-6617,29/11/2021,Alice Brown,Canada,North,3570.92,-207.12,Furniture ,10,0.38
ORD-5809,09/09/2018,Olivia Martin,India,West,4121.66,927.64,tech,11,0.21
ORD-3720,21/04/2023,Noah Taylor,UK, SOUTH,,117,Technology,5,0.36
ORD-9842,06/11/2025,Olivia Martin,USA,Central,2798.2,-356.45,Furniture,8,0.09
ORD-8822,24/06/2020,Olivia Martin,India,East,761.53,1288.51,Furniture,7,0.21
ORD-4440,08/02/2024,Fatima Khan,Canada,,2874.36,-331.58,Furniture ,8,0.1
ORD-7002,17/09/2023,Ava Thomas,,East,4753.44,50.31,Furniture,9,0.27
ORD-6824,04/05/2020,Chen Zhao,Germany, SOUTH,320.44,-474.33,Office Supplies,11,0.44
ORD-7998,07/10/2018,Li Wei,Canada, SOUTH,3946.46,30.84,tech,5,0.49
ORD-8482,23/10/2022,Ravi Kumar,Canada,East,3117.49,-419.6,Technology,6,0.31
ORD-8251,23/09/2022,Ava Thomas,Australia,East,3061.8,1054.91,Furniture ,15,0.11
ORD-7507,24/12/2025,Ava Thomas,USA,West,4700.29,795.59,Furniture ,2,0.28
ORD-7190,04/10/2021,Ava Thomas,USA,South,3678.12,1126.71,Office Supplies,12,0.26
ORD-2584,22/10/2024,John Smith,Canada,West,631.65,-121.6,Furniture,14,0.07
ORD-3113,25/08/2025,John Smith,USA,NORTH,2371.3,-218.51,Furniture,14,0.13
ORD-2850,07/05/2021,Maria Garcia,USA,East,4562.02,86.56,,13,0.41
ORD-5774,27/06/2023,Ava Thomas,Germany,East,1216.69,1028.35,Technology,7,0.08
ORD-1921,22/10/2022,Ravi Kumar,,North,4992.91,1125.36,,4,0.1
ORD-5287,11/09/2019,Olivia Martin,India,Central,3658.45,,Furniture,14,0.27
ORD-5729,20/08/2020,Maria Garcia,Germany,north ,1173.1,1441.36,,7,0.38
ORD-6656,08/06/2022,Ravi Kumar,Canada,CENTRAL,3096.3,1461.61,tech,5,0.15
ORD-6800,12/08/2022,Liam Wilson,Canada, SOUTH,4135.08,-377.69,Office Supplies,14,0.07
ORD-8778,30/10/2021,Chen Zhao,Germany, SOUTH,4937.46,-89.94,Furniture ,5,0.24
ORD-6048,21/12/2023,John Smith,india , SOUTH,4820.95,-199.72,Furniture,8,0.22
ORD-8069,13/10/2018,Ava Thomas,,West,3429.68,619.72,Furniture,15,0.18
ORD-8426,04/12/2023,Alice Brown,India,,2081.14,-7.01,tech,13,0.1
ORD-6545,28/12/2024,Fatima Khan,,,3037.57,578.85,Technology,15,0.25
ORD-5670,10/05/2023,Ravi Kumar,India,,3660.89,786.85,Office Supplies,4,0.4
ORD-9524,13/07/2018,Ravi Kumar,Germany,North,4931.69,1320.1,Furniture ,12,0.12
ORD-1110,28/02/2023,Fatima Khan,Canada,Central,2533.44,,Furniture ,10,0.2
ORD-5439,20/01/2018,Noah Taylor,UK,Central,4753.12,277.56,Furniture ,15,0.3
ORD-8332,25/04/2018,John Smith,Canada, SOUTH,1406.71,-214.26,,4,0.44
ORD-1625,19/12/2023,Ravi Kumar,,north ,4074.46,1302.95,Furniture ,6,0.23
ORD-7010,23/01/2021,David Johnson,India,West,534.38,153.13,tech,5,0.2
ORD-5395,08/10/2025,Ravi Kumar,UK,,2962.57,-13.77,Furniture,14,0.24
ORD-2258,05/04/2021,Noah Taylor,India,East,2227.19,590.75,tech,8,0.43
ORD-1303,04/05/2023,Ravi Kumar,Germany, SOUTH,1674.91,273.03,,15,0.07
ORD-9380,30/09/2024,Li Wei,india ,West,2985.93,9.27,Technology,1,0.12
ORD-6733,11/05/2021,Ava Thomas,Australia,West,631.76,-463.28,Technology,1,0.13
ORD-1981,24/12/2021,Ravi Kumar,,South,2875.82,1337.21,,6,0.31
ORD-2048,21/07/2018,Maria Garcia,Australia,north ,774.58,1340.84,Furniture ,9,0.19
ORD-7866,23/07/2021,Alice Brown,Canada,,1379.55,1366.54,Furniture,10,0.16
ORD-2156,16/01/2021,Ravi Kumar,Germany,East,4220.4,413.26,Technology,9,0.06
ORD-6728,09/04/2020,David Johnson,Germany,North,3272.1,264.56,tech,7,0.29
ORD-5643,15/02/2022,Olivia Martin,,East,1743.19,916.7,,5,0.07
ORD-3966,09/08/2025,Fatima Khan,India,South,3529.95,577.23,,13,0.41
ORD-7581,25/04/2021,Liam Wilson,India, SOUTH,3562.03,-87.9,Furniture ,12,0.26
ORD-6970,27/08/2022,John Smith,UK,West,569.01,-429.36,Furniture,15,0.35
ORD-4329,19/06/2020,Ravi Kumar,Australia,north ,2337.46,-181.03,Furniture ,5,0.3
ORD-7133,29/08/2023,Fatima Khan,India,WEST,3163.81,131.39,Furniture ,4,0.24
ORD-3203,30/01/2020,Noah Taylor,USA, SOUTH,3801.78,112.97,Office Supplies,13,0.45
ORD-3856,19/11/2024,Ravi Kumar,Canada,West,85.04,1071,Furniture ,15,0.01
ORD-2958,20/09/2022,John Smith,, SOUTH,3610.77,249.69,Office Supplies,12,0.34
ORD-8820,07/06/2019,Olivia Martin,Germany, SOUTH,1472.97,-78.27,tech,2,0.46
ORD-8433,13/01/2025,Maria Garcia,Germany, SOUTH,1105.87,-206.05,Technology,1,0.49
ORD-7062,04/10/2022,Ava Thomas,india , SOUTH,1677.08,346.12,Furniture ,9,0.31
ORD-2442,03/03/2020,Fatima Khan,India,North,,1457.23,tech,11,0.06
ORD-7035,02/12/2023,Maria Garcia,Germany,West,260.54,398.67,Furniture ,11,0.03
ORD-1472,22/06/2018,David Johnson,Germany,north ,2199.79,427.35,tech,2,0.15
ORD-6248,18/04/2023,Ravi Kumar,Germany, SOUTH,4980.77,1301.28,,11,0.06
ORD-5398,10/04/2018,Chen Zhao,Australia,north ,,1354.7,Furniture,3,0.33
ORD-4578,24/03/2023,Maria Garcia,,South,4852.39,-8.06,Furniture ,5,0.39
ORD-5451,04/12/2025,David Johnson,India,Central,202.65,534.93,tech,10,0.28
ORD-7427,31/08/2022,Ravi Kumar,USA,,1547.49,912.54,Technology,4,0.27
ORD-6183,21/10/2020,John Smith,india ,North,477.57,,Furniture ,6,0.28
ORD-4481,16/02/2018,John Smith,Germany,West,3870.25,833.61,Technology,1,0.31
ORD-8979,22/11/2025,Maria Garcia,Germany,South,3874.93,-239,Furniture,14,0.08
ORD-5162,18/02/2024,Li Wei,Australia,north ,659.73,824.9,,9,0.3
ORD-9127,06/02/2025,David Johnson,Germany, SOUTH,2955.83,-251.27,Furniture ,5,0.15
ORD-8153,19/08/2023,John Smith,Canada,East,4727.76,1149.31,,15,0.32
ORD-1936,27/09/2019,Olivia Martin,Canada,,430.07,62.5,Office Supplies,12,0.35
ORD-8022,05/01/2023,Olivia Martin,UK,Central,4391.2,-264.98,Technology,4,0.04
ORD-1708,07/08/2019,Li Wei,India, SOUTH,1186.17,634.34,tech,5,0.1
ORD-2522,20/02/2018,Alice Brown,Germany, SOUTH,3425.53,1310.86,Technology,10,0.33
ORD-9887,26/04/2025,Ravi Kumar,Canada, SOUTH,2259.49,943.8,tech,2,0.04
ORD-6562,18/12/2018,Noah Taylor,,East,564.73,1392.09,,10,0.36
ORD-3846,17/07/2019,Li Wei,india ,Central,1018.07,957.56,,10,0.29
ORD-4413,25/07/2020,John Smith,Germany,South,2951.9,971.84,Furniture ,14,0.41
ORD-2844,24/07/2021,Alice Brown,UK,North,4263.11,-488.57,Furniture ,9,0.29
ORD-9402,21/02/2021,Noah Taylor,india ,north ,2156.64,472.38,Furniture,9,0.41
ORD-1445,14/08/2024,Chen Zhao,India,North,637.85,1105.3,Office Supplies,14,0.13
ORD-1777,23/05/2023,Maria Garcia,UK,North,4093.22,608.11,Furniture,14,0.13
ORD-8116,28/10/2021,Fatima Khan,india ,West,2326.85,722.06,,6,0.23
ORD-5726,01/06/2024,Chen Zhao,Canada,West,3595.38,508.47,Furniture ,1,0.18
ORD-1601,14/11/2024,John Smith,, SOUTH,2736.15,1086.57,Office Supplies,10,0.04
ORD-8522,17/03/2022,Fatima Khan,Canada,north ,1063.98,,Furniture,9,0.32
ORD-3831,28/08/2021,Fatima Khan,Germany,East,3057.02,993.25,tech,14,0.44
ORD-6497,22/01/2018,Ravi Kumar,UK,North,651.26,1075.19,Technology,1,0.28
ORD-6776,14/09/2025,Alice Brown,USA,north ,3940.81,-115.76,Furniture ,8,0.17
ORD-3522,07/02/2025,Maria Garcia,USA,,3034.99,659.49,Furniture ,9,0.3
ORD-1380,26/08/2019,John Smith,Canada,,272.8,1151.78,Furniture ,13,0
ORD-1669,07/02/2024,Fatima Khan,Germany,East,967.82,-397.22,,5,0.12
ORD-5865,27/02/2020,Maria Garcia,USA,East,1902.91,1483.61,Furniture ,11,0.27
ORD-7734,20/01/2019,Ravi Kumar,,South,,502.2,,2,0.22
ORD-2374,26/10/2025,Ava Thomas,Canada,north ,2428.12,976.42,,4,0.04
ORD-6730,23/08/2022,David Johnson,India,North,4201.34,785.03,Office Supplies,7,0.11
ORD-6139,29/07/2021,Noah Taylor,india ,,4384.85,-281.38,Technology,8,0.37
ORD-3392,21/11/2025,Liam Wilson,Australia,North,67.83,939.48,Furniture ,7,0.3
ORD-3266,26/04/2022,Olivia Martin,Germany, SOUTH,1561.24,289.39,tech,3,0.39
ORD-8165,25/07/2024,John Smith,Canada,South,3020.59,21.62,Office Supplies,3,0.41
ORD-1236,09/07/2021,Maria Garcia,Canada,Central,2329.29,,,2,0.08
ORD-9586,28/11/2023,Maria Garcia,USA,north ,3358.1,637.4,Furniture ,14,0.14
ORD-5832,07/07/2024,Alice Brown,India,north ,964.42,-149.1,,15,0.23
ORD-2655,14/07/2022,Maria Garcia,Germany,North,2369.81,1049.32,,5,0.29
ORD-8229,25/01/2023,Ravi Kumar,Australia,,2575.34,-315.62,tech,9,0.05
ORD-4584,16/02/2022,Fatima Khan,, SOUTH,1240.87,503.02,Technology,13,0.28
ORD-8005,05/09/2020,Liam Wilson,, SOUTH,3419.11,177.46,Technology,7,0.28
ORD-6559,28/01/2020,Olivia Martin,Australia,North,3300.47,220.95,Furniture,5,0.28
ORD-5891,10/04/2021,Ava Thomas,India,West,1411.06,-31.2,Furniture ,2,0.29
ORD-8887,09/05/2018,Maria Garcia,India,north ,947.26,535.14,,1,0.34
ORD-2350,04/02/2024,Ava Thomas,,North,1968.3,204,Furniture,5,0.45
ORD-9159,13/12/2018,Alice Brown,Australia, SOUTH,1003.99,1272.35,Furniture,2,0.06
ORD-5541,02/02/2025,Li Wei,Germany,EAST,337.65,474.71,Office Supplies,7,0.24
ORD-5985,04/04/2022,Alice Brown,India,north ,4681.63,-184.76,tech,15,0.19
ORD-5873,17/06/2020,Ava Thomas,Germany,East,2652.89,-255.74,tech,12,0.36
