OrderID,OrderDate,Customer,Country,Region,Sales,Profit,Category,Quantity,Discount,Profit_Margin
ORD-5879,2024-01-27,Maria Garcia,UK,South,3826.66,211.45,Office Supplies,15,0.11,0.05525706490777858
ORD-9407,2023-07-05,Maria Garcia,INDIA,South,1987.52,-439.39,Furniture,2,0.24,-0.2210745049106424
ORD-4198,2019-09-29,Liam Wilson,UK,West,3857.99,1495.35,tech,5,0.2,0.3875982052830619
ORD-2337,2020-08-30,Chen Zhao,INDIA,North,2254.09,1333.62,Technology,6,0.17,0.5916445217360442
ORD-4175,2022-07-03,Ravi Kumar,USA,NORTH,4626.0,500.22,tech,11,0.06,0.10813230221933415
ORD-1607,2025-12-24,Alice Brown,INDIA,north,4508.3,105.29,Office Supplies,5,0.29,0.023354701328660472
ORD-2084,2018-05-17,Chen Zhao,INDIA,North,4598.04,504.88,Furniture,15,0.13,0.10980330749623753
ORD-5375,2024-07-10,David Johnson,GERMANY,East,4375.58,1269.96,tech,1,0.3,0.29023809414980417
ORD-5096,2023-04-25,Ava Thomas,CANADA,North,4489.43,-453.59,Technology,2,0.0,-0.10103509799685037
ORD-8640,2023-09-10,Li Wei,INDIA,East,3283.08,1118.04,Furniture,6,0.27,0.34054607259037245
ORD-2002,2024-03-09,Olivia Martin,INDIA,SOUTH,1026.49,199.41,tech,6,0.35,0.1942639480170289
ORD-5469,2019-02-08,Noah Taylor,UK,north,1648.65,207.85,tech,8,0.0,0.12607284748127254
ORD-5411,2021-11-28,Maria Garcia,INDIA,Central,2021.1,1153.6,Furniture,13,0.03,0.570778289050517
ORD-7735,2020-02-11,Maria Garcia,INDIA,South,1134.73,-428.41,tech,15,0.43,-0.3775435566169926
ORD-7035,2019-02-27,Noah Taylor,AUSTRALIA,Central,2300.82,1373.17,tech,7,0.11,0.5968176563138359
ORD-2371,2023-01-12,John Smith,INDIA,North,1335.58,1363.68,Office Supplies,11,0.33,1.0210395483610117
ORD-9156,2024-03-30,Maria Garcia,INDIA,North,629.37,-7.49,tech,11,0.06,-0.011900789678567456
ORD-6169,2025-02-15,Fatima Khan,INDIA,Central,740.01,946.89,Furniture,7,0.02,1.279563789678518
ORD-3006,2025-11-16,John Smith,AUSTRALIA,north,1576.66,343.22,tech,1,0.03,0.21768802405084167
ORD-3240,2024-11-25,Olivia Martin,AUSTRALIA,Central,2822.08,100.39,Furniture,1,0.07,0.03557305250028348
ORD-1327,2024-06-27,Li Wei,CANADA,SOUTH,1885.64,291.85,tech,14,0.14,0.15477503659235062
ORD-9694,2023-04-23,Chen Zhao,INDIA,NONE,1792.52,-36.81,Technology,13,0.07,-0.02053533572847165
ORD-6312,2018-05-20,Noah Taylor,USA,East,1145.79,855.15,Furniture,12,0.48,0.7463409525305684
ORD-9564,2020-08-27,Olivia Martin,CANADA,SOUTH,805.04,500.22,Office Supplies,14,0.34,0.621360466643446
ORD-3825,2019-02-22,Noah Taylor,USA,South,211.09,357.4,tech,14,0.2,1.6931166800890614
ORD-7355,2024-03-06,Chen Zhao,GERMANY,Central,3836.49,-63.11,Technology,8,0.35,-0.016449932099392935
ORD-6632,2019-01-10,David Johnson,INDIA,SOUTH,210.19,-395.75,Furniture,6,0.07,-1.882820305437937
ORD-6234,2024-10-28,Alice Brown,INDIA,Central,1301.3,657.47,tech,14,0.17,0.5052409129332207
ORD-4458,2022-09-08,Noah Taylor,INDIA,SOUTH,1661.71,-359.4,Office Supplies,10,0.24,-0.21628322631506097
ORD-5557,2020-12-13,Li Wei,INDIA,SOUTH,4066.28,-496.46,Furniture,15,0.34,-0.12209193661036621
ORD-6586,2025-10-17,Chen Zhao,AUSTRALIA,North,4108.74,-162.76,Technology,14,0.05,-0.039613117403388874
ORD-2867,2024-09-01,Liam Wilson,UK,SOUTH,3560.59,1356.06,Furniture,13,0.06,0.38085261150539657
ORD-4633,2024-06-15,Olivia Martin,UK,East,3684.1,-173.39,Furniture,12,0.43,-0.04706441193235797
ORD-8730,2025-03-19,David Johnson,INDIA,Central,1382.24,337.29,tech,15,0.18,0.24401695798124784
ORD-4601,2019-02-01,Olivia Martin,INDIA,north,2180.89,9.14,tech,9,0.38,0.0041909495664614
ORD-9078,2023-08-09,Olivia Martin,INDIA,North,4298.51,403.49,Furniture,1,0.1,0.09386740986993167
ORD-6684,2023-01-22,Alice Brown,INDIA,West,3699.05,447.9,Office Supplies,13,0.31,0.12108514348278611
ORD-9818,2024-05-25,Ava Thomas,USA,West,2508.14,796.76,Office Supplies,8,0.24,0.3176699662628051
ORD-4752,2023-12-18,Maria Garcia,USA,north,3665.35,986.91,Furniture,11,0.18,0.2692539593763215
ORD-6255,2025-03-23,David Johnson,INDIA,north,812.97,388.26,Office Supplies,2,0.06,0.4775821986051145
ORD-3272,2022-09-13,Noah Taylor,INDIA,North,4846.53,1308.43,tech,1,0.25,0.2699725370522828
ORD-5323,2024-01-05,Ravi Kumar,CANADA,West,583.91,-354.58,Furniture,14,0.36,-0.6072511174667329
ORD-5611,2023-09-08,Chen Zhao,AUSTRALIA,north,3211.96,392.56,tech,9,0.25,0.12221820944220974
ORD-5518,2023-06-25,Maria Garcia,UK,East,3374.4,111.02,Furniture,9,0.35,0.03290066382171645
ORD-2394,2023-02-14,Ravi Kumar,USA,Central,2508.14,97.82,tech,7,0.01,0.03900104937475223
ORD-9571,2021-03-14,Noah Taylor,USA,SOUTH,4620.1,-105.02,Furniture,5,0.47,-0.022731109716239907
ORD-8438,2025-04-01,Fatima Khan,INDIA,South,4701.97,-490.62,Furniture,9,0.33,-0.10434349857612872
ORD-4918,2024-01-13,Olivia Martin,USA,Central,2149.87,1417.64,Furniture,15,0.2,0.6594073130003211
ORD-2704,2023-10-13,Ava Thomas,GERMANY,East,4760.71,1327.72,tech,9,0.3,0.2788911737955053
ORD-6987,2022-01-01,Noah Taylor,INDIA,East,1737.99,574.37,tech,3,0.08,0.3304794619071456
ORD-5878,2023-06-17,Alice Brown,GERMANY,South,4352.07,490.36,tech,11,0.12,0.11267282006033912
ORD-5356,2021-04-02,David Johnson,AUSTRALIA,SOUTH,3842.39,502.8,Office Supplies,8,0.1,0.1308560557361434
ORD-3647,2021-03-22,Maria Garcia,INDIA,SOUTH,1229.97,291.47,Furniture,12,0.39,0.23697325951039458
ORD-8206,2021-03-27,David Johnson,USA,South,2809.89,159.15,Technology,15,0.45,0.05663922787013015
ORD-8084,2023-05-12,Olivia Martin,USA,north,4404.81,-160.03,Office Supplies,8,0.28,-0.03633073844274781
ORD-5935,2019-04-26,Fatima Khan,UK,West,1063.98,-165.41,Office Supplies,5,0.34,-0.15546344856106317
ORD-4217,2025-03-31,Liam Wilson,CANADA,Central,2846.11,780.51,tech,14,0.03,0.27423746798261484
ORD-5234,2021-03-26,Alice Brown,CANADA,South,3837.89,-402.69,Furniture,1,0.36,-0.104924841514478
ORD-1171,2020-11-28,Ava Thomas,INDIA,Central,873.04,1371.54,Furniture,6,0.17,1.5709933107303216
ORD-3762,2025-11-16,Ravi Kumar,INDIA,South,4993.23,208.81,tech,12,0.48,0.041818622414749575
ORD-2150,2018-12-14,Noah Taylor,INDIA,north,3783.87,67.92,Office Supplies,4,0.45,0.017949876713523456
ORD-8237,2024-02-12,Olivia Martin,GERMANY,North,1579.07,-60.61,tech,2,0.46,-0.038383352226310424
ORD-8492,2024-02-01,Li Wei,CANADA,north,1247.43,667.92,Furniture,8,0.07,0.5354368581804189
ORD-8282,2025-07-29,Maria Garcia,USA,East,2161.54,-280.17,Furniture,12,0.46,-0.1296159219815502
ORD-2937,2020-12-23,Li Wei,CANADA,SOUTH,1919.09,1238.44,Furniture,11,0.08,0.6453266912963957
ORD-2674,2020-03-30,Fatima Khan,USA,West,4649.01,444.36,Furniture,8,0.01,0.09558163996205643
ORD-4848,2023-08-26,Ravi Kumar,GERMANY,Central,3902.62,40.37,Furniture,13,0.2,0.010344332781567255
ORD-4147,2018-06-29,David Johnson,CANADA,SOUTH,3237.08,933.95,Furniture,8,0.26,0.2885161936065837
ORD-9014,2025-01-10,Maria Garcia,INDIA,East,3299.99,-342.55,tech,6,0.28,-0.10380334485862079
ORD-7341,2025-11-20,Olivia Martin,USA,SOUTH,4072.48,250.49,Office Supplies,12,0.29,0.06150797548422583
ORD-3540,2021-03-22,David Johnson,UK,SOUTH,3600.52,685.43,tech,15,0.49,0.1903697243731461
ORD-8442,2024-11-04,Chen Zhao,AUSTRALIA,East,3938.2,-477.62,Furniture,3,0.48,-0.12127875679244325
ORD-6532,2018-02-15,Liam Wilson,USA,West,1563.25,820.08,tech,6,0.1,0.5245993922917
ORD-1142,2025-05-30,li wei,USA,north,3571.77,-101.94,tech,15,0.32,-0.028540471530921645
ORD-6517,2024-03-14,Ava Thomas,UK,SOUTH,4954.73,-30.05,Furniture,10,0.32,-0.006064911710628027
ORD-3080,2018-06-19,Olivia Martin,UK,South,3071.49,323.07,Furniture,11,0.25,0.10518347772579432
ORD-6085,2022-02-01,Li Wei,CANADA,West,4922.07,1294.95,Technology,13,0.3,0.26309052898475643
ORD-1825,2021-03-30,liam wilson,GERMANY,SOUTH,4264.71,14.77,tech,3,0.35,0.0034633070009449643
ORD-6325,2021-06-30,Liam Wilson,INDIA,East,161.22,149.21,Furniture,3,0.05,0.9255055204068975
ORD-2164,2025-03-17,David Johnson,UK,East,1817.5,797.71,Office Supplies,12,0.18,0.43890508940852824
ORD-5899,2019-12-21,David Johnson,AUSTRALIA,East,3644.0,1423.84,Furniture,2,0.24,0.3907354555433589
ORD-4699,2021-11-01,Maria Garcia,AUSTRALIA,West,2679.81,-61.92,Office Supplies,3,0.05,-0.023106115732085486
ORD-6756,2025-01-18,Fatima Khan,AUSTRALIA,North,4247.48,388.23,Office Supplies,3,0.13,0.09140243155941878
ORD-5725,2019-10-01,Ava Thomas,USA,Central,2485.99,789.06,Office Supplies,3,0.34,0.31740272487017246
ORD-1941,2024-04-17,Olivia Martin,UK,SOUTH,48.57,-97.35,tech,9,0.03,-2.0043236565781344
ORD-7342,2025-07-23,Ava Thomas,INDIA,North,1761.15,866.75,tech,9,0.07,0.4921500156147971
ORD-3484,2025-09-23,david johnson,GERMANY,East,4194.54,502.25,Technology,10,0.28,0.11973899402556656
ORD-6958,2019-03-13,Ravi Kumar,GERMANY,East,2845.21,-455.07,tech,5,0.17,-0.15994249985062614
ORD-6032,2021-12-19,Noah Taylor,CANADA,Central,534.76,1312.5,Technology,2,0.19,2.4543720547535344
ORD-1567,2022-10-23,Chen Zhao,AUSTRALIA,north,1166.18,783.93,Furniture,10,0.24,0.6722204119432676
ORD-7046,2024-02-29,Chen Zhao,USA,north,1101.71,82.1,tech,10,0.42,0.07452051810367519
ORD-3208,2022-01-04,Ava Thomas,INDIA,North,3298.0,544.1,tech,2,0.45,0.1649787750151607
ORD-7544,2020-05-13,Olivia Martin,CANADA,SOUTH,1514.75,997.37,tech,3,0.01,0.6584386862518568
ORD-5838,2023-10-02,Alice Brown,UK,SOUTH,4476.7,840.84,tech,9,0.33,0.18782585386557063
ORD-3401,2022-04-08,David Johnson,INDIA,Central,239.11,1008.07,tech,13,0.31,4.2159257245619175
ORD-8437,2020-01-13,Olivia Martin,INDIA,SOUTH,868.15,-482.51,Furniture,8,0.16,-0.5557910499337672
ORD-7888,2023-03-08,Chen Zhao,GERMANY,East,2914.73,259.56,Furniture,13,0.05,0.089051129950287
ORD-3074,2020-12-01,Chen Zhao,INDIA,north,1733.6,1231.51,Furniture,5,0.23,0.7103772496538995
ORD-8776,2021-05-30,Ava Thomas,GERMANY,north,2999.37,1237.04,tech,13,0.14,0.41243327765497423
ORD-5423,2020-10-23,Ava Thomas,INDIA,South,4570.29,-243.08,Technology,14,0.47,-0.05318699688641203
ORD-2127,2023-04-23,Fatima Khan,INDIA,West,8.81,-279.29,Office Supplies,12,0.46,-31.701475595913735
ORD-1731,2020-03-25,Chen Zhao,CANADA,SOUTH,2892.78,562.74,Furniture,11,0.37,0.19453259494327255
ORD-6884,2021-02-06,John Smith,CANADA,West,3089.22,-329.1,Office Supplies,3,0.28,-0.10653174587760018
ORD-4695,2022-08-14,Ravi Kumar,INDIA,SOUTH,1025.67,500.22,Technology,8,0.14,0.4877007517687363
ORD-2104,2018-10-11,Olivia Martin,INDIA,North,779.28,1254.97,tech,1,0.07,1.6104224412278
ORD-6751,2025-08-17,Liam Wilson,UK,North,1273.3,1017.16,Furniture,7,0.12,0.7988376659074845
ORD-1389,2021-02-13,Noah Taylor,INDIA,North,3939.45,306.42,Office Supplies,3,0.35,0.07778243155770476
ORD-9121,2019-04-21,Chen Zhao,CANADA,north,2934.12,577.86,Technology,3,0.34,0.1969449102286205
ORD-3732,2024-08-08,Ava Thomas,USA,South,3241.73,-492.95,tech,3,0.48,-0.15206386713267298
ORD-4483,2022-09-14,Fatima Khan,AUSTRALIA,SOUTH,14.05,-432.38,Technology,2,0.03,-30.774377224199288
ORD-9406,2020-10-30,Chen Zhao,UK,SOUTH,3141.17,-377.63,Furniture,1,0.47,-0.12021953603275212
ORD-5059,2018-09-01,Li Wei,GERMANY,SOUTH,1911.36,448.64,Furniture,13,0.16,0.23472291980579274
ORD-8799,2022-01-05,Ava Thomas,INDIA,SOUTH,1862.42,433.63,Furniture,7,0.09,0.23283147732520054
ORD-4032,2022-04-12,Maria Garcia,GERMANY,West,4598.76,398.12,Furniture,12,0.47,0.08657116266123911
ORD-3670,2024-12-19,Liam Wilson,AUSTRALIA,SOUTH,1931.89,204.97,Furniture,6,0.29,0.10609817329143999
ORD-6401,2021-02-06,Liam Wilson,UK,South,632.76,500.22,Furniture,2,0.17,0.7905367438944304
ORD-3744,2024-04-05,Liam Wilson,GERMANY,SOUTH,1197.57,645.22,Furniture,13,0.13,0.538774351394908
ORD-3025,2018-04-18,Alice Brown,USA,Central,3676.51,1021.86,Furniture,7,0.36,0.27794294045167833
ORD-8858,2023-10-26,Alice Brown,UK,north,1165.56,600.5,Furniture,6,0.09,0.515202992552936
ORD-3495,2020-01-16,Ava Thomas,USA,South,481.27,-460.93,Technology,4,0.25,-0.957736821326906
ORD-6659,2021-05-02,Ava Thomas,UK,SOUTH,4300.91,563.71,tech,8,0.09,0.13106761127296318
ORD-6793,2024-12-25,Fatima Khan,UK,West,2152.05,-430.24,Office Supplies,5,0.4,-0.19992100555284495
ORD-9203,2024-07-30,Liam Wilson,CANADA,South,753.31,-15.07,tech,1,0.1,-0.020005044404030215
ORD-3199,2018-03-13,Fatima Khan,INDIA,North,435.65,1184.54,Furniture,7,0.13,2.719017559967864
ORD-4023,2025-12-05,Maria Garcia,CANADA,SOUTH,3018.35,1079.81,Office Supplies,13,0.18,0.3577484387165173
ORD-2638,2023-10-29,Fatima Khan,INDIA,East,4851.27,-299.73,Technology,13,0.05,-0.06178382155600492
ORD-8929,2021-01-09,John Smith,CANADA,North,4091.33,536.75,Office Supplies,13,0.49,0.1311920573505437
ORD-3658,2023-04-10,Li Wei,AUSTRALIA,North,2508.14,44.35,Technology,7,0.44,0.017682442647416294
ORD-5411,2023-01-17,Alice Brown,INDIA,WEST,2833.9,98.97,Office Supplies,2,0.49,0.0349236035145912
ORD-2264,2023-01-08,Noah Taylor,CANADA,north,3332.16,-224.68,tech,3,0.15,-0.06742773456256602
ORD-9354,2025-02-25,Noah Taylor,USA,East,3164.38,1240.79,tech,2,0.15,0.3921115668788198
ORD-8011,2022-11-21,Fatima Khan,UK,SOUTH,4136.35,1004.51,Furniture,9,0.22,0.2428493720308968
ORD-7462,2020-02-07,Alice Brown,GERMANY,Central,2508.14,500.22,tech,7,0.08,0.19943882734480747
ORD-2153,2021-08-26,Liam Wilson,GERMANY,Central,4358.88,-224.76,Technology,14,0.37,-0.05156370443783724
ORD-7691,2021-08-31,Ravi Kumar,GERMANY,East,533.82,174.96,Office Supplies,15,0.3,0.327750927278858
ORD-7427,2022-01-01,Maria Garcia,AUSTRALIA,West,2542.06,6.59,Furniture,4,0.14,0.002592385702933841
ORD-1506,2023-03-19,Li Wei,INDIA,north,1649.8,912.22,tech,10,0.49,0.5529276275912232
ORD-7944,2021-06-21,Liam Wilson,INDIA,South,4695.62,1103.4,tech,10,0.43,0.23498494341535306
ORD-1673,2022-07-21,Alice Brown,GERMANY,Central,4242.06,-293.03,Office Supplies,13,0.44,-0.06907728792143439
ORD-4311,2021-08-28,John Smith,UK,Central,4024.12,626.41,tech,4,0.23,0.15566384700257446
ORD-8001,2025-02-01,John Smith,USA,Central,4205.87,747.29,tech,15,0.3,0.17767786450841325
ORD-5250,2020-08-23,Alice Brown,AUSTRALIA,Central,3085.55,500.22,tech,5,0.2,0.16211697430495042
ORD-8248,2021-05-28,Li Wei,INDIA,South,1971.16,1396.16,tech,11,0.13,0.7082935936200004
ORD-5158,2025-10-13,Alice Brown,UK,north,1497.3,233.62,Office Supplies,12,0.32,0.15602751619581914
ORD-1022,2024-05-27,Ava Thomas,INDIA,West,44.12,398.11,Furniture,12,0.16,9.023345421577517
ORD-1551,2021-09-06,Noah Taylor,AUSTRALIA,SOUTH,1978.56,-428.82,Furniture,10,0.26,-0.2167333818534692
ORD-1631,2025-04-07,Alice Brown,INDIA,East,2628.5,335.14,tech,13,0.39,0.12750237778200493
ORD-6098,2019-07-06,David Johnson,USA,North,4377.17,1115.43,Office Supplies,15,0.49,0.25482903337087665
ORD-8163,2018-02-26,David Johnson,AUSTRALIA,East,1757.49,1485.89,Office Supplies,11,0.3,0.8454614251005697
ORD-1920,2021-01-25,John Smith,UK,North,785.17,368.59,Furniture,11,0.18,0.46943973916476683
ORD-9322,2020-02-09,ravi kumar,CANADA,East,1541.52,310.93,tech,11,0.33,0.20170351341533033
ORD-6358,2024-10-22,Noah Taylor,USA,Central,2906.9,-65.14,tech,8,0.27,-0.022408751591042005
ORD-8039,2021-04-28,Ava Thomas,INDIA,North,2678.5,979.28,Furniture,4,0.27,0.36560761620309873
ORD-5006,2018-11-11,Ravi Kumar,INDIA,South,2830.6,66.72,Technology,14,0.22,0.023570974351727548
ORD-7553,2023-08-24,David Johnson,AUSTRALIA,South,2749.86,52.13,Technology,14,0.32,0.01895732873673569
ORD-9888,2018-08-09,Liam Wilson,GERMANY,North,1514.01,500.22,tech,4,0.07,0.3303941387881452
ORD-8381,2020-03-06,Alice Brown,USA,north,3149.84,1447.65,tech,12,0.46,0.45959477306783836
ORD-4972,2021-12-25,John Smith,UK,South,611.06,271.27,Office Supplies,12,0.16,0.4439334926193827
ORD-3861,2024-04-17,David Johnson,CANADA,SOUTH,782.17,65.61,tech,10,0.14,0.0838820205326208
ORD-3381,2024-03-28,Chen Zhao,UK,East,2508.14,192.0,Furniture,4,0.34,0.07655082273515058
ORD-1974,2021-05-10,Maria Garcia,INDIA,East,2724.9,1077.12,Technology,10,0.43,0.39528790047341184
ORD-4901,2022-06-04,Maria Garcia,UK,SOUTH,1670.66,385.57,tech,15,0.36,0.23078902948535307
ORD-6663,2022-11-06,Chen Zhao,GERMANY,north,2880.13,1244.18,Furniture,1,0.43,0.4319874450111627
ORD-3996,2022-07-15,Li Wei,AUSTRALIA,SOUTH,4731.56,1203.64,Technology,14,0.49,0.25438544581491096
ORD-9061,2022-02-14,Ava Thomas,USA,West,4882.88,-201.9,Office Supplies,6,0.13,-0.041348548397666954
ORD-2522,2023-11-25,Maria Garcia,GERMANY,Central,1248.21,1466.17,Furniture,3,0.39,1.1746180530519705
ORD-9639,2018-04-21,David Johnson,UK,SOUTH,2359.01,-183.43,tech,3,0.1,-0.07775719475542706
ORD-5840,2020-04-28,Maria Garcia,INDIA,Central,1599.52,-178.57,Furniture,10,0.12,-0.11163974192257677
ORD-5885,2022-08-25,Maria Garcia,INDIA,SOUTH,4941.41,500.22,Office Supplies,3,0.1,0.10123022175181573
ORD-7664,2018-11-02,David Johnson,INDIA,Central,4755.67,-318.3,tech,10,0.08,-0.06693063227684007
ORD-2021,2024-07-24,Olivia Martin,AUSTRALIA,South,4082.46,500.22,tech,7,0.02,0.12252907072369106
ORD-9266,2020-11-13,Olivia Martin,GERMANY,West,2550.03,1324.01,Furniture,12,0.14,0.5192134994490261
ORD-5258,2019-09-13,Noah Taylor,CANADA,East,436.78,96.86,Furniture,14,0.44,0.22175923806035075
ORD-1380,2022-02-02,Liam Wilson,UK,East,630.02,-364.24,Furniture,7,0.06,-0.5781403764959843
ORD-9829,2020-03-11,Ravi Kumar,AUSTRALIA,north,3376.93,93.62,tech,7,0.39,0.02772340557843959
ORD-6973,2019-10-18,Ava Thomas,USA,north,3605.98,1098.63,Furniture,6,0.24,0.304668911086584
ORD-9839,2020-06-07,Maria Garcia,UK,West,2326.29,31.24,Technology,13,0.06,0.013429108150746468
ORD-6105,2023-12-25,Noah Taylor,INDIA,SOUTH,401.83,1063.06,Furniture,6,0.42,2.645546624194311
ORD-4815,2022-03-20,Ava Thomas,INDIA,North,2508.14,1193.94,tech,7,0.02,0.47602650675211294
ORD-5740,2024-02-14,Olivia Martin,INDIA,SOUTH,55.37,1083.43,Furniture,11,0.22,19.56709409427488
ORD-7078,2022-08-11,Olivia Martin,GERMANY,North,4112.65,537.95,tech,12,0.11,0.13080373968122747
ORD-9518,2018-11-13,Li Wei,INDIA,East,4393.85,277.48,Furniture,13,0.48,0.0631519055042844
ORD-9101,2023-04-09,Olivia Martin,INDIA,SOUTH,2795.36,184.54,tech,2,0.38,0.06601654169767042
ORD-7826,2024-09-08,John Smith,INDIA,East,4564.7,1215.1,tech,12,0.3,0.2661949306635704
ORD-3158,2023-09-21,Ravi Kumar,USA,South,668.6,1295.97,Office Supplies,1,0.28,1.938333831887526
ORD-5944,2018-03-25,John Smith,INDIA,West,2811.51,498.38,Furniture,10,0.27,0.17726417476729586
ORD-1477,2022-02-25,Li Wei,INDIA,East,3862.5,527.22,Furniture,8,0.01,0.13649708737864077
ORD-5072,2021-07-15,Alice Brown,AUSTRALIA,East,915.67,934.55,Furniture,12,0.0,1.0206187818755665
ORD-3169,2019-06-12,Olivia Martin,AUSTRALIA,Central,1541.13,-384.94,Furniture,1,0.41,-0.24977776047445704
ORD-5014,2023-12-25,Maria Garcia,INDIA,SOUTH,1246.98,602.39,tech,7,0.2,0.4830791191518709
ORD-3419,2021-06-18,Ravi Kumar,UK,South,3128.65,1121.55,Technology,2,0.23,0.35847729851533405
ORD-1078,2021-12-16,Ravi Kumar,INDIA,SOUTH,788.46,1143.93,Office Supplies,10,0.23,1.4508408796895214
ORD-5870,2018-11-27,Ravi Kumar,INDIA,Central,2705.88,683.93,Technology,2,0.05,0.25275695891909467
ORD-3836,2020-11-09,Noah Taylor,USA,north,3904.54,1395.46,Technology,11,0.35,0.357394212890635
ORD-5509,2021-12-26,Noah Taylor,CANADA,East,1911.17,863.08,tech,12,0.46,0.4515977123960715
ORD-1547,2019-09-10,Maria Garcia,AUSTRALIA,North,2797.57,-311.02,Office Supplies,5,0.21,-0.11117505549458993
ORD-1054,2024-06-30,John Smith,INDIA,Central,1369.34,830.27,Technology,9,0.08,0.6063285962580514
ORD-2596,2021-08-02,John Smith,UK,SOUTH,3821.26,-46.32,Office Supplies,6,0.38,-0.012121656207638318
ORD-5894,2025-08-27,Ravi Kumar,USA,East,1297.71,1458.04,Furniture,14,0.38,1.1235484044971527
ORD-6854,2022-01-18,Liam Wilson,AUSTRALIA,West,3933.54,358.33,Furniture,7,0.02,0.09109606105441917
ORD-6883,2025-03-15,Maria Garcia,AUSTRALIA,north,3431.68,700.22,tech,15,0.39,0.2040458317791869
ORD-6243,2021-02-28,John Smith,GERMANY,north,2237.21,588.51,Furniture,2,0.48,0.26305532337152077
ORD-1663,2019-08-07,David Johnson,INDIA,north,1626.21,534.56,Furniture,3,0.0,0.3287152335799189
ORD-9998,2025-05-02,Noah Taylor,UK,South,2581.56,1242.41,Furniture,12,0.15,0.48126326717178763
ORD-3145,2021-05-15,Fatima Khan,UK,East,3632.2,500.22,tech,8,0.01,0.13771819560229057
ORD-5968,2022-04-23,Alice Brown,UK,West,3020.87,332.64,tech,10,0.24,0.11011397378900781
ORD-3043,2023-09-16,John Smith,INDIA,Central,3744.64,1178.7,Furniture,2,0.1,0.3147699111263032
ORD-8962,2024-06-20,Olivia Martin,GERMANY,SOUTH,1670.76,1461.56,Technology,6,0.02,0.8747875218463453
ORD-4182,2020-05-04,John Smith,USA,North,1880.19,550.57,Technology,13,0.04,0.2928267887819848
ORD-9575,2020-10-29,Noah Taylor,CANADA,North,4963.08,1422.81,Furniture,5,0.02,0.2866788365289296
ORD-6173,2023-07-21,Ava Thomas,INDIA,Central,1990.33,266.45,tech,15,0.08,0.133872272437234
ORD-8200,2023-02-12,Liam Wilson,USA,SOUTH,4830.82,1412.07,tech,4,0.4,0.2923044120873889
ORD-2745,2018-02-04,Maria Garcia,USA,north,1117.18,664.88,Technology,12,0.13,0.5951413380117796
ORD-6214,2022-06-19,Noah Taylor,INDIA,SOUTH,279.42,1286.4,Furniture,9,0.28,4.603822203135065
ORD-7875,2025-01-27,Maria Garcia,CANADA,SOUTH,4289.15,332.67,tech,13,0.1,0.07756082207430377
ORD-1123,2021-12-30,John Smith,INDIA,West,1867.48,55.92,Furniture,6,0.23,0.029944095786835736
ORD-4564,2021-02-10,Noah Taylor,CANADA,Central,2473.15,898.55,Furniture,15,0.14,0.3633220791298546
ORD-4293,2021-08-17,David Johnson,INDIA,South,2707.7,1499.47,tech,7,0.09,0.553779960852384
ORD-9550,2022-04-05,Fatima Khan,USA,East,3365.37,959.17,Office Supplies,6,0.18,0.28501175205103746
ORD-3487,2020-11-26,Alice Brown,GERMANY,North,56.73,243.29,Furniture,1,0.2,4.288559844879253
ORD-5074,2018-05-05,Maria Garcia,INDIA,South,3852.55,-1.1,Technology,12,0.5,-0.0002855251716395634
ORD-9556,2022-08-11,Noah Taylor,AUSTRALIA,East,4519.35,503.55,tech,1,0.49,0.11142089017225928
ORD-7150,2021-06-13,Noah Taylor,INDIA,West,1476.98,452.93,tech,11,0.01,0.30665953499708865
ORD-3362,2023-09-30,Ava Thomas,CANADA,SOUTH,2239.06,602.67,Office Supplies,15,0.5,0.2691620590783632
ORD-4454,2020-02-09,Li Wei,INDIA,Central,352.8,181.12,Furniture,15,0.15,0.5133786848072562
ORD-5102,2025-07-29,Ava Thomas,USA,South,3538.08,-421.12,tech,2,0.03,-0.11902500791389681
ORD-6341,2022-06-25,Chen Zhao,CANADA,South,3337.99,1368.58,Furniture,6,0.19,0.41000122828408714
ORD-7421,2019-09-16,David Johnson,CANADA,West,2829.47,743.16,Furniture,8,0.37,0.2626498955634801
ORD-4114,2019-09-04,Chen Zhao,USA,north,787.6,577.41,Furniture,2,0.42,0.7331259522600304
ORD-5360,2021-11-23,Ava Thomas,INDIA,North,1928.26,29.97,Technology,3,0.25,0.015542509827512888
ORD-2220,2023-05-10,Li Wei,CANADA,SOUTH,3553.64,1378.47,tech,14,0.29,0.38790367060253717
ORD-3695,2021-11-18,Maria Garcia,GERMANY,SOUTH,1696.05,1464.86,Technology,5,0.05,0.8636891601073081
ORD-3619,2019-06-06,Noah Taylor,USA,SOUTH,4863.0,-289.15,tech,2,0.38,-0.059459181575159364
ORD-4591,2018-12-28,Ravi Kumar,INDIA,SOUTH,3847.8,180.0,Furniture,15,0.3,0.04677997816934352
ORD-6637,2021-05-14,John Smith,INDIA,Central,3944.7,1364.52,Furniture,8,0.13,0.3459122366719903
ORD-4070,2022-08-27,Maria Garcia,CANADA,SOUTH,976.96,537.94,tech,3,0.47,0.5506264330167049
ORD-7127,2023-01-24,David Johnson,UK,East,1196.08,498.19,Technology,8,0.33,0.416518961942345
ORD-5730,2025-11-14,David Johnson,GERMANY,Central,1693.22,-453.47,tech,5,0.41,-0.26781516873176553
